Combined:Interactions,count
PCK1->REGULATES,2
MARCHF8->INDUCES,2
EPAS1->DISRUPTS,2
FGF13->DISRUPTS,2
PIAS1->DISRUPTS,2
BMP15->INDUCES,2
JUN->DISRUPTS,2
EFNB2->UNCLEAR,2
CCT6B->INDUCES,2
TPST1->INDUCES,2
TPST2->INDUCES,2
DNAJC14->INDUCES,2
DCAF1->DISRUPTS,2
PLK1->NOT_REPORTED,2
CCZ1->DISRUPTS,2
PAM16->INDUCES,2
POU5F1->INDUCES,2
ULK1->DISRUPTS,2
DOHH->INDUCES,2
PIK3C2A->REGULATES,2
BMP2K->REGULATES,2
NAB1->INDUCES,2
STK38L->INDUCES,2
RAD17->REGULATES,2
FZD9->INDUCES,2
NDUFA12->INDUCES,2
CDCA4->INDUCES,2
INHBC->INDUCES,2
GAK->REGULATES,2
CDK12->REGULATES,2
GKAP1->DISRUPTS,2
IFI35->INDUCES,2
NDUFA8->INDUCES,2
SUPT6H->DISRUPTS,2
TK1->INDUCES,2
PPM1J->INDUCES,2
AKAP9->DISRUPTS,2
STAM2->UNCLEAR,2
TIMM17A->INDUCES,2
STAM->UNCLEAR,2
DLG1->DISRUPTS,2
STAMBP->UNCLEAR,2
RHBDF1->INDUCES,2
MAGI2->DISRUPTS,2
PAPPA2->INDUCES,2
LCP2->UNCLEAR,2
EPB41L1->INDUCES,2
MAP3K4->REGULATES,2
G3BP1->DISRUPTS,2
G3BP1->INDUCES,2
SGCD->INDUCES,2
ASIC2->INDUCES,2
CTSK->INDUCES,2
TXN2->INDUCES,2
MAP1LC3C->INDUCES,2
RGS9->INDUCES,2
TBX21->INDUCES,2
RPS6KA6->REGULATES,2
RGS17->INDUCES,2
MAP4->INDUCES,2
STK4->DISRUPTS,2
LZTS1->INDUCES,2
ACP1->REGULATES,2
ERH->NOT_REPORTED,2
CDC25C->INDUCES,2
SIRT1->DISRUPTS,2
NDUFB3->INDUCES,2
UBE2M->DISRUPTS,2
UBE2G2->INDUCES,2
UBE2A->INDUCES,2
ITK->INDUCES,2
N4BP1->INDUCES,2
PTPN5->REGULATES,2
LEF1->DISRUPTS,2
SLTM->DISRUPTS,2
CIAO2B->INDUCES,2
PLIN1->INDUCES,2
CIAO2A->INDUCES,2
MEIS1->INDUCES,2
DCAF11->INDUCES,2
HEY2->INDUCES,2
CSNK1G1->UNCLEAR,2
SNRPB->INDUCES,2
WDR5->UNCLEAR,2
POLA2->INDUCES,2
PTK2B->UNCLEAR,2
SLC25A5->DISRUPTS,2
PTPRT->REGULATES,2
TNFRSF12A->INDUCES,2
LIPE->INDUCES,2
PARD6G->INDUCES,2
NUMA1->DISRUPTS,2
ARHGEF17->INDUCES,2
CRLS1->INDUCES,2
GRIN1->DISRUPTS,2
GRIN2B->INDUCES,2
CACNG7->INDUCES,2
NCBP1->INDUCES,2
SUB1->INDUCES,2
FBXO42->INDUCES,2
DUSP26->REGULATES,2
DACH1->INDUCES,2
RORC->REGULATES,2
ELOC->DISRUPTS,2
TRIM23->INDUCES,2
RECK->DISRUPTS,2
RPA1->DISRUPTS,2
RCN2->INDUCES,2
KLRD1->INDUCES,2
RAET1G->INDUCES,2
MICA->INDUCES,2
SPDEF->INDUCES,2
LEMD2->DISRUPTS,2
APPL1->DISRUPTS,2
CHMP7->DISRUPTS,2
TPX2->DISRUPTS,2
KIFC1->DISRUPTS,2
DCUN1D1->UNCLEAR,2
CDK9->DISRUPTS,2
PTPRC->DISRUPTS,2
PKD2->REGULATES,2
ZNF653->INDUCES,2
MEX3A->INDUCES,2
HEXIM1->DISRUPTS,2
MEPCE->DISRUPTS,2
CCNT1->DISRUPTS,2
MAPK8->NOT_REPORTED,2
CCNT1->INDUCES,2
ANK1->DISRUPTS,2
SIRT7->INDUCES,2
RFXANK->UNCLEAR,2
TBL1XR1->DISRUPTS,2
TBL1X->DISRUPTS,2
LCP2->DISRUPTS,2
PKNOX1->INDUCES,2
UBD->INDUCES,2
C7->INDUCES,2
IRAK1->DISRUPTS,2
ANG->INDUCES,2
EHMT2->INDUCES,2
AFG1L->INDUCES,2
RAMP1->INDUCES,2
PCSK1->INDUCES,2
AKAP7->NOT_REPORTED,2
STK3->DISRUPTS,2
MYO5A->DISRUPTS,2
RASSF1->DISRUPTS,2
MAPT->NOT_REPORTED,2
JUP->DISRUPTS,2
CCNE1->DISRUPTS,2
MYH10->DISRUPTS,2
RIPK1->DISRUPTS,2
CDK11B->REGULATES,2
ANGPTL2->DISRUPTS,2
HDAC6->INDUCES,2
KPNA3->DISRUPTS,2
DNMT1->INDUCES,2
RARA->INDUCES,2
PIK3R3->INDUCES,2
CLPS->INDUCES,2
CCDC32->INDUCES,2
MAP3K12->REGULATES,2
DLG1->INDUCES,2
LPAR3->INDUCES,2
ST6GAL1->INDUCES,2
SLC25A24->DISRUPTS,2
CDC23->DISRUPTS,2
MTNR1A->INDUCES,2
PTPRK->REGULATES,2
SPTAN1->DISRUPTS,2
ACTG1->DISRUPTS,2
MYO1E->DISRUPTS,2
HSBP1->DISRUPTS,2
MPC1->INDUCES,2
FBXL20->INDUCES,2
RPL11->DISRUPTS,2
ARL2BP->INDUCES,2
TOMM40->INDUCES,2
U2AF2->INDUCES,2
MOCS3->INDUCES,2
BCL2->UNCLEAR,2
FCGR1A->INDUCES,2
BIRC2->DISRUPTS,2
TSHZ3->INDUCES,2
CHD3->INDUCES,2
ATP1A1->DISRUPTS,2
TESK1->REGULATES,2
TESK2->REGULATES,2
GTF2F2->INDUCES,2
PTPN11->NOT_REPORTED,2
PTPN11->DISRUPTS,2
ATP5IF1->DISRUPTS,2
SKA2->INDUCES,2
DLX1->INDUCES,2
PPM1F->REGULATES,2
ZNF423->INDUCES,2
DYNLL2->INDUCES,2
SFI1->DISRUPTS,2
SCNN1B->DISRUPTS,2
SLC12A1->DISRUPTS,2
SLC9A3->INDUCES,2
ATRNL1->INDUCES,2
CBX1->INDUCES,2
RPS20->INDUCES,2
TXN->DISRUPTS,2
ADRB2->DISRUPTS,2
CDK6->DISRUPTS,2
HIPK3->REGULATES,2
STRADA->DISRUPTS,2
DICER1->DISRUPTS,2
STRADA->INDUCES,2
MAPT->DISRUPTS,2
HSPB6->DISRUPTS,2
TLK2->REGULATES,2
DAZ1->DISRUPTS,2
BET1->DISRUPTS,2
RAB3IP->DISRUPTS,2
MEN1->UNCLEAR,2
TFF2->INDUCES,2
PRKD3->DISRUPTS,2
PRKD2->DISRUPTS,2
GPS2->DISRUPTS,2
OTULIN->UNCLEAR,2
SLC9A7->INDUCES,2
ARAP3->UNCLEAR,2
ASAP1->UNCLEAR,2
DAB2->UNCLEAR,2
ZFP36->UNCLEAR,2
BBS9->INDUCES,2
HEXB->INDUCES,2
TFEB->DISRUPTS,2
MAPK7->DISRUPTS,2
SPATA2->UNCLEAR,2
PRKX->REGULATES,2
ZHX2->REGULATES,2
PPBP->INDUCES,2
PTPN13->REGULATES,2
YBX1->INDUCES,2
MCM5->DISRUPTS,2
SSBP1->INDUCES,2
TYRO3->REGULATES,2
PML->DISRUPTS,2
SERPINB8->INDUCES,2
ZP4->INDUCES,2
BNIP2->UNCLEAR,2
TRMT10A->INDUCES,2
IPO13->INDUCES,2
RASD2->INDUCES,2
AP2M1->DISRUPTS,2
HOPX->DISRUPTS,2
FBXO9->INDUCES,2
MAGEA6->DISRUPTS,2
CTAG1A->INDUCES,2
POLM->DISRUPTS,2
MCM2->INDUCES,2
MASTL->REGULATES,2
PIP5K1A->INDUCES,2
RTN3->INDUCES,2
HNRNPU->DISRUPTS,2
LRIG3->INDUCES,2
NLRP4->INDUCES,2
LOXL1->INDUCES,2
SOD3->INDUCES,2
EIF2AK3->INDUCES,2
EIF2AK1->REGULATES,2
GLRB->INDUCES,2
ARHGEF9->INDUCES,2
DYNC2I1->INDUCES,2
DYNC2I2->INDUCES,2
HSPA9->DISRUPTS,2
VHL->DISRUPTS,2
ZMIZ1->INDUCES,2
ZNF318->INDUCES,2
ERP44->INDUCES,2
GOLGA2->INDUCES,2
TRIM68->INDUCES,2
GJC1->UNCLEAR,2
DLG4->DISRUPTS,2
RBAK->INDUCES,2
MAGEA11->INDUCES,2
DLGAP2->INDUCES,2
CDC20->UNCLEAR,2
RAE1->INDUCES,2
STK17B->INDUCES,2
GREM2->INDUCES,2
STX4->DISRUPTS,2
RNF168->DISRUPTS,2
H4C1->INDUCES,2
POLR1F->DISRUPTS,2
AHSA2P->INDUCES,2
HYPK->INDUCES,2
PHF1->INDUCES,2
MYL12A->DISRUPTS,2
FXN->INDUCES,2
CCR1->INDUCES,2
NOX1->DISRUPTS,2
NOXO1->INDUCES,2
TACR3->INDUCES,2
MAP2K5->REGULATES,2
NDUFB5->INDUCES,2
EEF1E1->DISRUPTS,2
SART3->DISRUPTS,2
NPLOC4->DISRUPTS,2
UGP2->INDUCES,2
MYC->DISRUPTS,2
CCR7->INDUCES,2
CALM1->NOT_REPORTED,2
RARB->DISRUPTS,2
CDK20->REGULATES,2
DRD1->INDUCES,2
WFIKKN1->INDUCES,2
TSC2->DISRUPTS,2
SPTLC1->INDUCES,2
WAS->UNCLEAR,2
RPS6KB2->DISRUPTS,2
RPS6KB1->DISRUPTS,2
ABI2->DISRUPTS,2
MYO3A->INDUCES,2
RUNX2->INDUCES,2
TOR1B->INDUCES,2
MADCAM1->INDUCES,2
DNAJB12->INDUCES,2
STYK1->REGULATES,2
OTUB1->INDUCES,2
MAPK10->UNCLEAR,2
CLEC4A->INDUCES,2
RNF34->INDUCES,2
NDUFB8->INDUCES,2
NDUFV3->INDUCES,2
NEK3->REGULATES,2
PPP1CA->UNCLEAR,2
E2F2->INDUCES,2
ELF1->DISRUPTS,2
PHF20L1->INDUCES,2
ARF1->DISRUPTS,2
LRR1->INDUCES,2
DUSP4->REGULATES,2
EID1->DISRUPTS,2
TNPO1->DISRUPTS,2
NLRP3->INDUCES,2
PTK2->UNCLEAR,2
UBASH3B->REGULATES,2
CUZD1->INDUCES,2
PTPN6->DISRUPTS,2
SEPTIN7->DISRUPTS,2
USP24->INDUCES,2
RAD51->DISRUPTS,2
RGS1->INDUCES,2
RLN2->INDUCES,2
HIF1A->DISRUPTS,2
SCN8A->INDUCES,2
TUBG1->DISRUPTS,2
CTCFL->INDUCES,2
CSNK1A1L->UNCLEAR,2
RXFP1->INDUCES,2
EPRS1->DISRUPTS,2
SRRT->UNCLEAR,2
POLQ->INDUCES,2
SMURF1->DISRUPTS,2
DCUN1D2->UNCLEAR,2
TNNT1->INDUCES,2
RPL13A->INDUCES,2
KALRN->INDUCES,2
RIPK3->DISRUPTS,2
ATF4->DISRUPTS,2
AKAP6->INDUCES,2
FKBP1B->INDUCES,2
RPP40->INDUCES,2
MRE11->DISRUPTS,2
NBN->DISRUPTS,2
SPOP->UNCLEAR,2
MMP9->DISRUPTS,2
IL22->INDUCES,2
MCM5->INDUCES,2
ACSL6->INDUCES,2
IFNL2->INDUCES,2
PAK1->REGULATES,2
MSH2->UNCLEAR,2
CALCOCO2->UNCLEAR,2
TECPR1->UNCLEAR,2
POLRMT->DISRUPTS,2
HIBADH->INDUCES,2
CSNK1A1->INDUCES,2
TNNI1->INDUCES,2
SRF->DISRUPTS,2
MYO1E->INDUCES,2
GABARAP->INDUCES,2
PI4K2A->INDUCES,2
SERPINF1->INDUCES,2
PAK4->INDUCES,2
NLRP3->DISRUPTS,2
YWHAG->DISRUPTS,2
CDK10->REGULATES,2
PRRC2C->DISRUPTS,2
KCNJ9->INDUCES,2
MDFI->INDUCES,2
MMP16->INDUCES,2
STAT2->INDUCES,2
MMP24->INDUCES,2
NKX2-2->INDUCES,2
CSNK1A1->DISRUPTS,2
ACTR6->INDUCES,2
ORM1->INDUCES,2
KCNF1->INDUCES,2
KIF22->INDUCES,2
NPB->INDUCES,2
TNFSF15->INDUCES,2
EIF4B->INDUCES,2
CUL4A->DISRUPTS,2
SLC22A1->INDUCES,2
ITPR1->INDUCES,2
DUSP23->INDUCES,2
MALT1->DISRUPTS,2
PTH2R->INDUCES,2
DBP->INDUCES,2
RIN3->UNCLEAR,2
YRDC->INDUCES,2
COP1->DISRUPTS,2
AVPR1A->INDUCES,2
FBXL7->INDUCES,2
AVPR1B->INDUCES,2
AVPR2->INDUCES,2
BAK1->UNCLEAR,2
HRK->UNCLEAR,2
KIF2C->DISRUPTS,2
PPP6C->REGULATES,2
GTF2H1->REGULATES,2
SH3KBP1->DISRUPTS,2
NR3C1->DISRUPTS,2
NR1I2->INDUCES,2
RECQL4->INDUCES,2
MIS12->INDUCES,2
SMAD2->INDUCES,2
MOS->REGULATES,2
PIGU->INDUCES,2
CGB1->INDUCES,2
CBY1->DISRUPTS,2
GADD45A->DISRUPTS,2
COQ7->INDUCES,2
KMT5A->INDUCES,2
COQ6->INDUCES,2
PHLPP1->DISRUPTS,2
PNLIP->INDUCES,2
CGB2->INDUCES,2
GSK3B->DISRUPTS,2
FSHB->INDUCES,2
GADD45GIP1->INDUCES,2
NFKB1->DISRUPTS,2
BTK->DISRUPTS,2
CHEK1->INDUCES,2
RNF31->UNCLEAR,2
CSRP1->INDUCES,2
MC1R->INDUCES,2
TNNC2->INDUCES,2
SPAG17->INDUCES,2
SPAG16->INDUCES,2
MAPK9->INDUCES,2
FZD6->INDUCES,2
TRIM32->INDUCES,2
NPAS4->INDUCES,2
FCAR->INDUCES,2
COPS5->INDUCES,2
RPL22->DISRUPTS,2
NCBP1->DISRUPTS,2
SLC22A11->INDUCES,2
CDH5->DISRUPTS,2
STXBP1->DISRUPTS,2
VAMP2->INDUCES,2
IRF3->UNCLEAR,2
H4C1->DISRUPTS,2
PFDN1->INDUCES,2
TEAD4->INDUCES,2
GAS1->INDUCES,2
CTTN->DISRUPTS,2
STIL->DISRUPTS,2
TRIM3->INDUCES,2
NEDD1->DISRUPTS,2
BRSK1->INDUCES,2
SERPINB1->INDUCES,2
DUSP1->REGULATES,2
PTPN7->REGULATES,2
CASP3->DISRUPTS,2
CBX3->INDUCES,2
AGAP2->INDUCES,2
PTPRE->REGULATES,2
APP->DISRUPTS,2
ECSIT->INDUCES,2
GPR89A->INDUCES,2
BMI1->INDUCES,2
PRP4K->INDUCES,2
OPRD1->DISRUPTS,2
HOXA1->INDUCES,2
CHRNB1->INDUCES,2
MAD2L1->DISRUPTS,2
FABP5->INDUCES,2
NRAS->DISRUPTS,2
MAP2K7->DISRUPTS,1
RNF6->INDUCES,1
MAP2K6->DISRUPTS,1
MAPKAPK2->DISRUPTS,1
XRCC6->DISRUPTS,1
CBX3->DISRUPTS,1
MAP2K1->NOT_REPORTED,1
CHAMP1->INDUCES,1
MAP1LC3A->DISRUPTS,1
PPP2CA->NOT_REPORTED,1
CD79B->DISRUPTS,1
MOBP->INDUCES,1
MIB1->DISRUPTS,1
CCNE1->UNCLEAR,1
XRCC5->DISRUPTS,1
TSPAN12->INDUCES,1
WIPF1->NOT_REPORTED,1
FZR1->UNCLEAR,1
DNAH1->INDUCES,1
CBX1->DISRUPTS,1
CGAS->INDUCES,1
TFAM->INDUCES,1
FBP1->DISRUPTS,1
HERC2->DISRUPTS,1
HAVCR1->DISRUPTS,1
FKBP1A->DISRUPTS,1
COPB1->DISRUPTS,1
NDUFS5->INDUCES,1
ATG101->INDUCES,1
CTDP1->REGULATES,1
RPS6KA3->INDUCES,1
AKT2->DISRUPTS,1
TRPM6->REGULATES,1
DCAF8->INDUCES,1
EPHA5->REGULATES,1
RHOJ->INDUCES,1
NCOA2->NOT_REPORTED,1
TOP3A->INDUCES,1
ITGB3BP->INDUCES,1
NSD1->INDUCES,1
POU2F1->DISRUPTS,1
PRP4K->REGULATES,1
DUSP22->REGULATES,1
PBRM1->INDUCES,1
UFD1->DISRUPTS,1
CDC7->INDUCES,1
GALE->INDUCES,1
FBXL8->INDUCES,1
HUNK->REGULATES,1
NEDD9->DISRUPTS,1
FBXO31->UNCLEAR,1
EPOR->DISRUPTS,1
OTX1->INDUCES,1
CCNY->DISRUPTS,1
RNF31->DISRUPTS,1
EPHA6->REGULATES,1
HOXC9->INDUCES,1
FPR2->INDUCES,1
WIPF1->DISRUPTS,1
EPHA7->REGULATES,1
S100A11->DISRUPTS,1
MORF4L1->INDUCES,1
NDUFC2->INDUCES,1
TMPRSS15->INDUCES,1
SLC6A4->INDUCES,1
EPHA1->REGULATES,1
CMTM4->DISRUPTS,1
GLYR1->INDUCES,1
KLF9->INDUCES,1
JAK2->DISRUPTS,1
CUEDC2->INDUCES,1
UBR5->UNCLEAR,1
NDUFA4->INDUCES,1
DYDC2->INDUCES,1
TOP2A->DISRUPTS,1
WNK4->DISRUPTS,1
KLHL3->DISRUPTS,1
PPP2R5A->DISRUPTS,1
PGK1->DISRUPTS,1
NDUFA6->INDUCES,1
RBM17->DISRUPTS,1
KPNA6->DISRUPTS,1
STX3->INDUCES,1
SSX2IP->INDUCES,1
AP2M1->NOT_REPORTED,1
H2AX->DISRUPTS,1
WWOX->INDUCES,1
SIPA1->INDUCES,1
ST13->INDUCES,1
ACP1->DISRUPTS,1
NPHS1->DISRUPTS,1
U2AF2->DISRUPTS,1
LRATD2->INDUCES,1
AKAP6->DISRUPTS,1
DAB1->DISRUPTS,1
PHF2->INDUCES,1
NPLOC4->INDUCES,1
RAB8A->INDUCES,1
PDIK1L->REGULATES,1
MRAP2->INDUCES,1
RAB3IP->INDUCES,1
G6PD->DISRUPTS,1
FADD->DISRUPTS,1
KLHL2->UNCLEAR,1
IPO5->DISRUPTS,1
TBP->DISRUPTS,1
KCTD15->INDUCES,1
B2M->INDUCES,1
UHRF1->INDUCES,1
CASP7->DISRUPTS,1
PPP2R5A->NOT_REPORTED,1
PPP2R3A->DISRUPTS,1
WT1-AS->INDUCES,1
NCK2->NOT_REPORTED,1
SYVN1->DISRUPTS,1
PPP1R9B->INDUCES,1
TBC1D31->INDUCES,1
NDUFB11->INDUCES,1
LCMT1->INDUCES,1
POGZ->INDUCES,1
ACSL4->INDUCES,1
COL4A6->INDUCES,1
HSFY1->INDUCES,1
TAF3->DISRUPTS,1
ZNF470->INDUCES,1
ANK3->DISRUPTS,1
CHD7->INDUCES,1
PPP2R2B->DISRUPTS,1
RPGRIP1->INDUCES,1
PPP2R2A->NOT_REPORTED,1
PPP2R5D->NOT_REPORTED,1
KMT2A->INDUCES,1
KLHL3->UNCLEAR,1
MSN->DISRUPTS,1
CD3G->INDUCES,1
TBP->INDUCES,1
KEAP1->UNCLEAR,1
CDC45->DISRUPTS,1
BPTF->INDUCES,1
DYNC1LI1->DISRUPTS,1
DAD1->DISRUPTS,1
TLE3->INDUCES,1
PTCRA->UNCLEAR,1
MXI1->DISRUPTS,1
MARCHF6->INDUCES,1
KSR1->DISRUPTS,1
MYLK2->REGULATES,1
BAIAP3->INDUCES,1
MAP2K1->DISRUPTS,1
LIMD1->INDUCES,1
KRAS->DISRUPTS,1
NAA50->INDUCES,1
ENAH->UNCLEAR,1
GBF1->INDUCES,1
TRH->INDUCES,1
DES->DISRUPTS,1
RAPGEF1->INDUCES,1
SARG->INDUCES,1
ZMYND8->INDUCES,1
RBBP4->DISRUPTS,1
CASP9->DISRUPTS,1
CUL1->DISRUPTS,1
PRRC2C->INDUCES,1
USP36->INDUCES,1
NFATC1->INDUCES,1
FGF6->INDUCES,1
DPF3->INDUCES,1
PIK3CB->INDUCES,1
ZC3HAV1->DISRUPTS,1
ZBP1->INDUCES,1
H2AC11->DISRUPTS,1
CSNK2A2->UNCLEAR,1
PRIMA1->INDUCES,1
ARR3->DISRUPTS,1
CASR->DISRUPTS,1
MARCHF1->INDUCES,1
MYH1->INDUCES,1
HSF1->INDUCES,1
NEFL->DISRUPTS,1
KRT14->DISRUPTS,1
NEFH->DISRUPTS,1
NOB1->DISRUPTS,1
PIK3R6->DISRUPTS,1
CAV1->DISRUPTS,1
KRT8->DISRUPTS,1
RCVRN->DISRUPTS,1
KRT5->DISRUPTS,1
NFE2L1->INDUCES,1
KRT18->DISRUPTS,1
CCND3->DISRUPTS,1
WNT3->INDUCES,1
THBS1->DISRUPTS,1
RAC1->NOT_REPORTED,1
SNAP29->DISRUPTS,1
SCFD1->DISRUPTS,1
GOSR2->DISRUPTS,1
RALBP1->NOT_REPORTED,1
SEPTIN9->DISRUPTS,1
SEPTIN8->INDUCES,1
SEPTIN8->DISRUPTS,1
SEPTIN6->DISRUPTS,1
GSDME->DISRUPTS,1
AIP->INDUCES,1
GPSM1->INDUCES,1
HIGD1A->DISRUPTS,1
BCL10->DISRUPTS,1
NDEL1->DISRUPTS,1
NAP1L1->INDUCES,1
PTGS1->INDUCES,1
XRCC6->NOT_REPORTED,1
DVL1P1->INDUCES,1
DVL3->INDUCES,1
FDX1->INDUCES,1
MXI1->INDUCES,1
CENPI->INDUCES,1
PTBP3->INDUCES,1
MAT1A->INDUCES,1
GRK7->REGULATES,1
CDK5RAP1->INDUCES,1
ARHGAP27->DISRUPTS,1
CDK5R1->DISRUPTS,1
CLDN2->DISRUPTS,1
CLDN1->DISRUPTS,1
NCF4->DISRUPTS,1
NCF2->DISRUPTS,1
NFE2L3->INDUCES,1
ZMYM5->INDUCES,1
PIAS2->INDUCES,1
AMFR->DISRUPTS,1
FMNL2->DISRUPTS,1
PTPRH->REGULATES,1
FGFR2->NOT_REPORTED,1
SLC5A1->INDUCES,1
TCF12->DISRUPTS,1
TCF3->INDUCES,1
PRKCA->NOT_REPORTED,1
COX11->INDUCES,1
ZNF207->DISRUPTS,1
KLC1->DISRUPTS,1
ENPP3->REGULATES,1
MVB12A->UNCLEAR,1
ABI1->DISRUPTS,1
IL1RAPL1->INDUCES,1
KMT5B->INDUCES,1
PIK3R1->UNCLEAR,1
IGF2BP3->INDUCES,1
SET->DISRUPTS,1
COX4I1->DISRUPTS,1
S1PR1->INDUCES,1
POP7->INDUCES,1
CDC27->DISRUPTS,1
RETREG1->INDUCES,1
SENP1->INDUCES,1
TIMM9->INDUCES,1
PRIM1->INDUCES,1
BRD4->NOT_REPORTED,1
NPM1->NOT_REPORTED,1
EEF1A2->INDUCES,1
HTR1D->INDUCES,1
HSPA5->REGULATES,1
SCGB1A1->INDUCES,1
CBFB->DISRUPTS,1
CHAF1A->DISRUPTS,1
CRB2->INDUCES,1
RASA1->DISRUPTS,1
SLC29A1->DISRUPTS,1
NUAK2->REGULATES,1
BRD2->DISRUPTS,1
SH3PXD2B->INDUCES,1
LOXL2->INDUCES,1
NANOS3->INDUCES,1
PRG2->DISRUPTS,1
PHACTR1->INDUCES,1
NOS3->INDUCES,1
BCL3->DISRUPTS,1
VDR->DISRUPTS,1
MBD4->DISRUPTS,1
CAPRIN1->DISRUPTS,1
USP10->INDUCES,1
EPB41L1->DISRUPTS,1
G3BP2->INDUCES,1
IGF2BP2->INDUCES,1
TSC2->INDUCES,1
TIPRL->INDUCES,1
ITFG1->INDUCES,1
TRIM21->DISRUPTS,1
TRIM54->INDUCES,1
XIAP->DISRUPTS,1
KLF4->DISRUPTS,1
AURKA->DISRUPTS,1
LIMK2->DISRUPTS,1
COPS3->INDUCES,1
VPS4A->INDUCES,1
SEC61A1->INDUCES,1
FBXO4->DISRUPTS,1
CRHR1->INDUCES,1
LAMTOR1->DISRUPTS,1
HSF2BP->INDUCES,1
SHB->REGULATES,1
RHEBL1->REGULATES,1
OPA1->DISRUPTS,1
SPTLC3->INDUCES,1
RAB8A->DISRUPTS,1
VANGL2->DISRUPTS,1
ERAS->DISRUPTS,1
PRKCI->DISRUPTS,1
MGST1->INDUCES,1
NOD1->INDUCES,1
NOD2->INDUCES,1
TBPL1->DISRUPTS,1
TERF2->DISRUPTS,1
TTK->NOT_REPORTED,1
HNRNPUL1->DISRUPTS,1
KLHL6->DISRUPTS,1
ME1->INDUCES,1
ME1->DISRUPTS,1
CDC16->DISRUPTS,1
ANAPC4->DISRUPTS,1
KCNJ8->DISRUPTS,1
SMO->INDUCES,1
TSHB->INDUCES,1
CRIP1->DISRUPTS,1
FLNB->DISRUPTS,1
TBX5->INDUCES,1
MGAT1->DISRUPTS,1
MMS22L->INDUCES,1
SIRT3->DISRUPTS,1
ACAT1->INDUCES,1
CHCHD1->INDUCES,1
PYGM->INDUCES,1
SEPTIN11->DISRUPTS,1
CA2->NOT_REPORTED,1
SCRIB->INDUCES,1
STK33->REGULATES,1
BIRC5->DISRUPTS,1
CLDN11->INDUCES,1
CYBA->DISRUPTS,1
C1QBP->DISRUPTS,1
CROCC->INDUCES,1
REG3G->INDUCES,1
RAB5A->DISRUPTS,1
SWAP70->DISRUPTS,1
PAH->DISRUPTS,1
RAG1->DISRUPTS,1
RHEB->DISRUPTS,1
STYK1->INDUCES,1
CWC22->INDUCES,1
GCK->REGULATES,1
STIM1->DISRUPTS,1
TK1->DISRUPTS,1
HIPK4->REGULATES,1
TP53RK->REGULATES,1
PLEKHF1->INDUCES,1
MDM4->DISRUPTS,1
MDC1->DISRUPTS,1
STK17A->REGULATES,1
AATK->REGULATES,1
DSCAM->INDUCES,1
TAL2->INDUCES,1
GAB2->DISRUPTS,1
LYL1->INDUCES,1
AKAP5->DISRUPTS,1
RAD21->INDUCES,1
CACNB3->INDUCES,1
PRDX2->DISRUPTS,1
NDP->INDUCES,1
SMARCA4->DISRUPTS,1
HERC2->INDUCES,1
WDR77->DISRUPTS,1
ARPC1B->INDUCES,1
VCL->DISRUPTS,1
NFE2L2->DISRUPTS,1
NHERF1->NOT_REPORTED,1
OSBP->INDUCES,1
CYB5R3->INDUCES,1
RUBCNL->INDUCES,1
BIK->UNCLEAR,1
SLC22A11->DISRUPTS,1
SCNN1A->DISRUPTS,1
GNB1->DISRUPTS,1
SMAD4->DISRUPTS,1
MYH2->DISRUPTS,1
MCM4->REGULATES,1
CRADD->INDUCES,1
DCAF1->REGULATES,1
RAB26->INDUCES,1
LARP1->INDUCES,1
BRCA1->NOT_REPORTED,1
BMF->DISRUPTS,1
LTC4S->INDUCES,1
ADIPOQ->INDUCES,1
MAP3K13->REGULATES,1
PDE6D->DISRUPTS,1
RAB4B->INDUCES,1
PRUNE1->INDUCES,1
MCOLN1->INDUCES,1
ALG2->INDUCES,1
SGCB->INDUCES,1
TSPAN4->INDUCES,1
TACR2->INDUCES,1
MFF->INDUCES,1
DNM1L->NOT_REPORTED,1
PDLIM1->DISRUPTS,1
PRMT8->INDUCES,1
WASF2->DISRUPTS,1
CYFIP1->DISRUPTS,1
LRRK2->INDUCES,1
IRAK4->DISRUPTS,1
PKNOX2->INDUCES,1
DYRK4->REGULATES,1
ITGA4->DISRUPTS,1
CAMK2A->DISRUPTS,1
TRIM27->INDUCES,1
PPP3R1->UNCLEAR,1
MYH9->INDUCES,1
ADAM17->DISRUPTS,1
BCL2L11->DISRUPTS,1
PECAM1->INDUCES,1
EXOC8->INDUCES,1
EXOC4->INDUCES,1
DNA2->INDUCES,1
PLEC->INDUCES,1
CFTR->DISRUPTS,1
SLC34A1->DISRUPTS,1
ADRA2B->DISRUPTS,1
PDCD6->UNCLEAR,1
TNK1->REGULATES,1
GGT7->INDUCES,1
ADCK5->REGULATES,1
SCX->INDUCES,1
CACNG7->DISRUPTS,1
RFC2->DISRUPTS,1
CKS1B->INDUCES,1
PPM1H->REGULATES,1
RANGRF->DISRUPTS,1
RANGAP1->DISRUPTS,1
ERN1->REGULATES,1
RCC1->DISRUPTS,1
AKAP9->INDUCES,1
LARP1B->INDUCES,1
CDK4->UNCLEAR,1
TLE6->INDUCES,1
IL11RA->INDUCES,1
TPM1->DISRUPTS,1
CD79A->DISRUPTS,1
ACADM->INDUCES,1
CORO2A->DISRUPTS,1
HNRNPA3->DISRUPTS,1
HNRNPA1->DISRUPTS,1
UBE3C->DISRUPTS,1
UHRF1->DISRUPTS,1
U2AF1->DISRUPTS,1
TRDN->INDUCES,1
