Combined:Interactions,count
PUS7->INDUCES,23
GTSE1->INDUCES,23
COX6C->INDUCES,23
SYTL4->INDUCES,23
CCDC88A->INDUCES,23
MKI67->INDUCES,23
PEX7->INDUCES,23
SSR1->INDUCES,23
FKBP8->INDUCES,23
PTMA->INDUCES,23
NR3C2->INDUCES,23
LHX9->INDUCES,23
IDH3B->INDUCES,23
CCL2->INDUCES,23
SEMG1->INDUCES,23
PARVB->INDUCES,23
AKT2->UNCLEAR,23
LRP6->UNCLEAR,23
MTDH->INDUCES,23
DDX1->INDUCES,23
ARL1->INDUCES,23
MAPK7->REGULATES,23
BATF3->INDUCES,23
GRN->INDUCES,23
GAST->INDUCES,23
APOH->INDUCES,23
GSTM2->INDUCES,23
PLEKHO1->INDUCES,23
GLMN->INDUCES,23
PEX12->INDUCES,23
FCGR3A->INDUCES,23
USP44->INDUCES,23
SIRT4->INDUCES,23
PDCD6IP->UNCLEAR,23
ATPAF1->INDUCES,23
MAPK13->REGULATES,23
TXNIP->INDUCES,23
TIPARP->INDUCES,23
ALG6->INDUCES,23
OPRK1->INDUCES,23
DAPK3->REGULATES,23
ADRB1->INDUCES,23
SLC25A4->INDUCES,23
EDN1->INDUCES,23
TCEAL1->INDUCES,23
LATS2->REGULATES,23
LATS1->REGULATES,23
CAB39->INDUCES,23
IDH2->INDUCES,23
SV2A->INDUCES,23
BMP7->INDUCES,23
MUC7->INDUCES,23
POFUT1->INDUCES,23
DNAJB8->INDUCES,23
CDC42BPA->INDUCES,23
ACACB->INDUCES,22
BTG1->INDUCES,22
PTPN11->REGULATES,22
ATP2B3->INDUCES,22
TNFSF11->INDUCES,22
TGOLN2->INDUCES,22
CLNK->INDUCES,22
SHQ1->INDUCES,22
JAK3->REGULATES,22
RTKN->INDUCES,22
RGS4->INDUCES,22
SH2D3C->INDUCES,22
BATF2->INDUCES,22
DPP4->INDUCES,22
THAP12->INDUCES,22
TRPV5->INDUCES,22
VAV1->INDUCES,22
MYD88->INDUCES,22
POLR3E->INDUCES,22
THEM4->INDUCES,22
DUSP12->INDUCES,22
RND3->INDUCES,22
ARVCF->INDUCES,22
EIF2S3->INDUCES,22
MRPL13->INDUCES,22
CTSA->INDUCES,22
TBC1D5->UNCLEAR,22
VPS4B->INDUCES,22
SERPINA1->INDUCES,22
PDLIM7->INDUCES,22
CTDSP1->INDUCES,22
MERTK->INDUCES,22
ARHGAP29->INDUCES,22
HDAC1->INDUCES,22
RGS18->INDUCES,22
FOXH1->INDUCES,22
SSH2->INDUCES,22
NGLY1->INDUCES,22
CD93->INDUCES,22
TGM1->INDUCES,22
MAPK8->UNCLEAR,22
FANCB->INDUCES,22
FANCL->INDUCES,22
PIM3->INDUCES,22
GNA14->INDUCES,22
LTBR->INDUCES,22
PPIH->INDUCES,22
SERPIND1->INDUCES,22
NXT1->INDUCES,22
ATP2B1->INDUCES,22
DNTTIP2->INDUCES,22
YWHAB->DISRUPTS,22
NEK6->REGULATES,22
AP1M2->INDUCES,22
SLC12A2->INDUCES,22
HNRNPF->INDUCES,22
MEP1A->INDUCES,22
NGEF->INDUCES,22
STING1->INDUCES,22
LCN2->INDUCES,22
GRIK1->INDUCES,22
E2F4->DISRUPTS,22
EBF1->INDUCES,22
NAP1L4->INDUCES,21
DGCR8->INDUCES,21
PIGR->INDUCES,21
CAPN2->INDUCES,21
ARHGEF19->INDUCES,21
PRKCSH->INDUCES,21
NCS1->INDUCES,21
PSMC3IP->INDUCES,21
LAMTOR2->INDUCES,21
MSTN->INDUCES,21
RSL24D1->INDUCES,21
EDEM1->INDUCES,21
ETV3->INDUCES,21
LAMA4->INDUCES,21
PTPRH->INDUCES,21
RASGRP2->INDUCES,21
RABGEF1->INDUCES,21
SRSF9->INDUCES,21
ANKRD1->INDUCES,21
MAP3K6->INDUCES,21
COL4A3->INDUCES,21
EIF2AK2->REGULATES,21
MMRN1->INDUCES,21
DPH2->INDUCES,21
TUFT1->INDUCES,21
GLI2->INDUCES,21
RAB11FIP4->INDUCES,21
ZNF146->INDUCES,21
SPDYA->INDUCES,21
RHOBTB3->INDUCES,21
LHX1->INDUCES,21
PTPRN->INDUCES,21
TXLNA->INDUCES,21
SLC4A8->INDUCES,21
CALM1->DISRUPTS,21
BLOC1S3->INDUCES,21
APRT->INDUCES,21
MDM2->INDUCES,21
P4HB->INDUCES,21
ICAM5->INDUCES,21
FARSB->INDUCES,21
SNAPC4->INDUCES,21
CSNK2A1->UNCLEAR,21
NUAK1->INDUCES,21
DGKD->INDUCES,21
CHN2->INDUCES,21
AHSG->INDUCES,21
CSTA->INDUCES,21
ENG->INDUCES,21
CPNE1->INDUCES,21
RARG->INDUCES,21
SBDS->INDUCES,21
MBD4->INDUCES,21
KDM5A->INDUCES,21
TAF6L->INDUCES,21
ADGRB1->INDUCES,21
G6PC1->INDUCES,21
CASP3->UNCLEAR,20
TNR->INDUCES,20
UGGT2->INDUCES,20
IPO4->INDUCES,20
PTK2B->REGULATES,20
TSGA10->INDUCES,20
ABHD5->INDUCES,20
IFI16->INDUCES,20
H2AJ->INDUCES,20
C1QB->INDUCES,20
ATP5MC1->INDUCES,20
ALOX5->INDUCES,20
CHP1->INDUCES,20
EAF1->INDUCES,20
MRPL20->INDUCES,20
JMY->INDUCES,20
ZC3H6->UNCLEAR,20
PRP4K->UNCLEAR,20
RTF1->UNCLEAR,20
THOC1->UNCLEAR,20
THRAP3->UNCLEAR,20
ZC3H18->UNCLEAR,20
ZC3H4->UNCLEAR,20
SNTB2->INDUCES,20
PINK1->INDUCES,20
ZFC3H1->UNCLEAR,20
PHKB->INDUCES,20
CUL9->INDUCES,20
BLOC1S2->INDUCES,20
CD163->INDUCES,20
FCN2->INDUCES,20
PHAX->UNCLEAR,20
NCBP3->UNCLEAR,20
HNRNPLL->UNCLEAR,20
ARHGEF11->INDUCES,20
CPSF2->UNCLEAR,20
CASP8AP2->UNCLEAR,20
DYRK2->INDUCES,20
LMTK2->INDUCES,20
ACTR8->INDUCES,20
LYN->INDUCES,20
SEPTIN6->INDUCES,20
MZB1->INDUCES,20
COL25A1->INDUCES,20
CTNNB1->DISRUPTS,20
FOXA2->INDUCES,20
AFF4->INDUCES,20
TBCB->INDUCES,20
MTF2->INDUCES,20
IRAK3->INDUCES,20
ABI3->INDUCES,20
IL11->INDUCES,20
S100A8->INDUCES,20
UBE2I->UNCLEAR,20
MBIP->INDUCES,20
MARK4->INDUCES,20
RNF220->INDUCES,20
SSTR2->INDUCES,20
CDK5RAP2->INDUCES,20
TRMT61A->INDUCES,20
MOAP1->INDUCES,20
PTK6->REGULATES,20
DNMT3L->INDUCES,20
JADE1->UNCLEAR,20
CHML->INDUCES,20
CRK->UNCLEAR,20
NCKAP1L->INDUCES,20
SLA->INDUCES,20
TUBA4A->INDUCES,20
GTF2A1L->INDUCES,20
AVP->INDUCES,20
CAMK2D->REGULATES,20
KIF13A->INDUCES,20
PPIF->INDUCES,20
DMWD->INDUCES,20
GPR37->INDUCES,20
BCL11A->INDUCES,20
MAP1LC3B->UNCLEAR,19
SEC24B->INDUCES,19
POLH->UNCLEAR,19
ZNF652->INDUCES,19
POLD3->UNCLEAR,19
MARK1->REGULATES,19
ALDOB->INDUCES,19
MSH3->UNCLEAR,19
LIG1->UNCLEAR,19
ATOH1->UNCLEAR,19
STRAP->INDUCES,19
VIPR1->INDUCES,19
AZI2->INDUCES,19
SNAPC1->INDUCES,19
PCLAF->UNCLEAR,19
BMX->REGULATES,19
MSH6->UNCLEAR,19
MUTYH->UNCLEAR,19
TPH1->INDUCES,19
DIXDC1->INDUCES,19
POLI->UNCLEAR,19
POLK->UNCLEAR,19
MTSS1->UNCLEAR,19
AP3D1->INDUCES,19
LIN52->UNCLEAR,19
PPP3CC->REGULATES,19
PPP3CB->REGULATES,19
PPP3CA->REGULATES,19
CCNB1IP1->INDUCES,19
FLT3->INDUCES,19
ZNF521->INDUCES,19
TSEN2->INDUCES,19
HMGN2->INDUCES,19
VPS33B->INDUCES,19
BRAF->REGULATES,19
CENPS->INDUCES,19
PAIP2B->INDUCES,19
DGKI->INDUCES,19
MINK1->INDUCES,19
EPAS1->UNCLEAR,19
ETHE1->INDUCES,19
CSNK1G2->INDUCES,19
BNIP3->UNCLEAR,19
STEAP3->INDUCES,19
FEN1->UNCLEAR,19
ZRANB3->UNCLEAR,19
TRAIP->UNCLEAR,19
RNASEH2B->UNCLEAR,19
RECQL5->UNCLEAR,19
KMT5A->UNCLEAR,19
WWP2->INDUCES,19
CDT1->UNCLEAR,19
RLBP1->INDUCES,19
SPO11->INDUCES,19
ERF->INDUCES,19
IRF7->UNCLEAR,19
ATG4B->INDUCES,19
SRPK1->REGULATES,19
PYGO1->INDUCES,19
COL4A2->INDUCES,19
IRF5->INDUCES,19
SETD1B->INDUCES,19
LSP1->INDUCES,19
SPATA2->INDUCES,19
SMG6->INDUCES,19
ABCC8->INDUCES,19
DMTF1->INDUCES,19
IGFBP4->INDUCES,19
TNFRSF21->INDUCES,19
C8B->INDUCES,19
CD63->INDUCES,19
NDUFA9->INDUCES,19
ITGA8->INDUCES,19
MTOR->DISRUPTS,19
VPS36->INDUCES,19
FMN1->INDUCES,19
ADAR->INDUCES,19
OTC->INDUCES,19
BIK->INDUCES,19
RGS10->INDUCES,19
CD86->INDUCES,19
APEX2->UNCLEAR,19
MRTFB->INDUCES,19
HADHB->INDUCES,19
ZRANB2->INDUCES,19
FNTA->INDUCES,19
ALKBH2->UNCLEAR,19
PRMT3->INDUCES,19
THBD->INDUCES,19
MMP3->INDUCES,19
CDKN1A->UNCLEAR,19
COMMD6->INDUCES,18
AKT3->REGULATES,18
KIF3A->INDUCES,18
DPH5->INDUCES,18
HLCS->INDUCES,18
NCKAP5->INDUCES,18
TUBB->INDUCES,18
SYCP3->INDUCES,18
TAX1BP3->INDUCES,18
NXF3->INDUCES,18
OXSR1->REGULATES,18
AOC1->INDUCES,18
LCK->INDUCES,18
DYRK1B->INDUCES,18
FRK->INDUCES,18
BTAF1->INDUCES,18
THAP11->INDUCES,18
E2F1->DISRUPTS,18
DST->INDUCES,18
ADSL->INDUCES,18
DDX19A->INDUCES,18
RAB22A->INDUCES,18
RGL4->INDUCES,18
AMOT->INDUCES,18
MARCHF5->INDUCES,18
LRRFIP2->INDUCES,18
RIT2->INDUCES,18
CPE->INDUCES,18
NPDC1->INDUCES,18
HES6->INDUCES,18
APOA2->INDUCES,18
NPY->INDUCES,18
GP5->INDUCES,18
FGR->REGULATES,18
ADCYAP1->INDUCES,18
VAPB->INDUCES,18
THY1->INDUCES,18
TGFBR2->REGULATES,18
CBX7->INDUCES,18
RGS14->INDUCES,18
AP4B1->INDUCES,18
SERPINB2->INDUCES,18
ABL2->REGULATES,18
NOXA1->INDUCES,18
NR2F6->INDUCES,18
MAPK10->REGULATES,18
SSX2->INDUCES,18
AP1S3->INDUCES,18
ARHGAP33->INDUCES,18
CSRP3->INDUCES,18
RNF19A->INDUCES,18
CYB5A->INDUCES,18
TFPT->INDUCES,18
ITGB6->INDUCES,18
PPP6C->INDUCES,18
NFATC3->INDUCES,18
ITK->REGULATES,18
RNF216->INDUCES,18
ZCCHC8->INDUCES,18
E2F3->UNCLEAR,18
SLC16A1->INDUCES,18
CSNK1D->UNCLEAR,18
CFHR3->INDUCES,18
CFI->INDUCES,18
PDGFRB->UNCLEAR,18
OPTN->INDUCES,18
PSMF1->INDUCES,18
FGF7->INDUCES,18
MDM2->DISRUPTS,18
DFFA->INDUCES,18
KCNJ6->INDUCES,18
TRIM37->INDUCES,18
PRKG2->REGULATES,18
ERBB2->REGULATES,18
MEGF10->INDUCES,18
NTS->INDUCES,18
EPHA2->REGULATES,17
SRY->INDUCES,17
WNT4->INDUCES,17
DTX1->INDUCES,17
OTX2->INDUCES,17
PLSCR3->INDUCES,17
APOBEC3F->INDUCES,17
POLK->INDUCES,17
OGA->INDUCES,17
PPP4R3B->INDUCES,17
WDHD1->UNCLEAR,17
LRRFIP1->INDUCES,17
KCNQ3->INDUCES,17
SIX3->INDUCES,17
MCM9->UNCLEAR,17
SKIL->INDUCES,17
KCNN4->INDUCES,17
LRP1->UNCLEAR,17
NCAPG2->INDUCES,17
NOP10->INDUCES,17
SATB2->INDUCES,17
TFPI->INDUCES,17
IL27RA->INDUCES,17
VSIG4->INDUCES,17
GFI1->INDUCES,17
ARL4A->INDUCES,17
POU2AF1->INDUCES,17
ITGB8->INDUCES,17
GIGYF1->INDUCES,17
GIGYF2->INDUCES,17
PPIP5K1->INDUCES,17
NKX3-1->UNCLEAR,17
NME3->INDUCES,17
HEXIM2->INDUCES,17
UQCR11->INDUCES,17
LDB2->INDUCES,17
HEBP2->INDUCES,17
CDK2->UNCLEAR,17
UQCR10->INDUCES,17
MIA3->INDUCES,17
EXT2->INDUCES,17
DPM1->INDUCES,17
DVL3->UNCLEAR,17
SKIC8->INDUCES,17
PTPN22->INDUCES,17
PLEKHA2->INDUCES,17
MYPOP->INDUCES,17
PDLIM1->INDUCES,17
SCT->INDUCES,17
KCTD5->INDUCES,17
PLCB2->INDUCES,17
KLHL41->INDUCES,17
DUSP5->INDUCES,17
PUM1->INDUCES,17
ACTB->INDUCES,17
CAMK1->REGULATES,17
HIVEP2->INDUCES,17
PSIP1->UNCLEAR,17
PRKD2->REGULATES,17
TCAP->INDUCES,17
BIRC8->INDUCES,17
CDK3->REGULATES,17
CREBBP->INDUCES,17
S100A10->INDUCES,17
RAF1->REGULATES,17
PIM2->REGULATES,17
SPOP->INDUCES,17
MAPKAPK5->REGULATES,17
CAMK4->REGULATES,17
POLE2->INDUCES,17
SSBP2->INDUCES,17
ACTB->DISRUPTS,17
C8A->INDUCES,17
RHBDL2->INDUCES,17
COL4A4->INDUCES,17
PRKAG3->INDUCES,17
PINK1->REGULATES,17
TSG101->UNCLEAR,17
ATG7->INDUCES,17
RAP1GDS1->INDUCES,17
TBKBP1->INDUCES,17
ZFYVE27->UNCLEAR,16
FAF1->UNCLEAR,16
STK11IP->INDUCES,16
EDIL3->INDUCES,16
CABP1->INDUCES,16
EPB42->INDUCES,16
SIX2->INDUCES,16
ATN1->UNCLEAR,16
ARHGDIB->UNCLEAR,16
KDM5C->INDUCES,16
OSBPL9->UNCLEAR,16
WDR44->UNCLEAR,16
RAB3GAP1->UNCLEAR,16
PABPN1->INDUCES,16
STARD3->UNCLEAR,16
PTGIR->INDUCES,16
MAP2K4->REGULATES,16
PTPRJ->REGULATES,16
ATXN7->INDUCES,16
STARD3NL->UNCLEAR,16
NDUFS7->INDUCES,16
FBXO31->INDUCES,16
CLSPN->UNCLEAR,16
CDH1->UNCLEAR,16
DUSP10->INDUCES,16
PAK2->UNCLEAR,16
SLC15A2->INDUCES,16
STK4->UNCLEAR,16
STK3->UNCLEAR,16
SREBF2->UNCLEAR,16
SREBF1->UNCLEAR,16
SPTBN1->UNCLEAR,16
SPTAN1->UNCLEAR,16
SNRNP70->UNCLEAR,16
SND1->UNCLEAR,16
VRK2->INDUCES,16
PRKDC->UNCLEAR,16
PRKCD->UNCLEAR,16
PARP1->UNCLEAR,16
CDK17->INDUCES,16
SEC31A->UNCLEAR,16
DTX2->INDUCES,16
CFB->INDUCES,16
HTT->UNCLEAR,16
IRAK1->UNCLEAR,16
GLRX3->INDUCES,16
CHRNB4->INDUCES,16
RCAN3->INDUCES,16
TSEN54->INDUCES,16
UBE2V2->INDUCES,16
CHRM3->INDUCES,16
DSG3->UNCLEAR,16
DSG1->UNCLEAR,16
NPPC->INDUCES,16
MMP7->INDUCES,16
CASP6->UNCLEAR,16
HOXD12->INDUCES,16
OSBPL6->UNCLEAR,16
IL1RAP->INDUCES,16
PTGES2->INDUCES,16
TNK2->REGULATES,16
PIN1->UNCLEAR,16
RANBP10->INDUCES,16
IGBP1->INDUCES,16
PDHA2->INDUCES,16
MSN->UNCLEAR,16
SLK->INDUCES,16
ATOX1->INDUCES,16
IRF4->INDUCES,16
ATMIN->INDUCES,16
DDRGK1->INDUCES,16
NES->INDUCES,16
APBA3->INDUCES,16
HES5->INDUCES,16
ESPL1->UNCLEAR,16
PCNT->UNCLEAR,16
RAD21->UNCLEAR,16
LRP1B->INDUCES,16
SYP->INDUCES,16
PARP1->DISRUPTS,16
HOXA7->INDUCES,16
ORMDL3->INDUCES,16
GJA1->UNCLEAR,16
TIMP1->INDUCES,16
MX1->INDUCES,16
PLAG1->INDUCES,16
RDX->UNCLEAR,16
CCL21->INDUCES,16
LRRK1->REGULATES,16
PRRX1->INDUCES,16
CAMK2B->REGULATES,16
ALK->REGULATES,16
IRAK1->REGULATES,16
TLE5->INDUCES,16
CD8A->INDUCES,16
ZNF496->INDUCES,16
PPFIA3->INDUCES,16
VDR->UNCLEAR,16
CACNG2->INDUCES,16
PHAX->INDUCES,15
RBKS->INDUCES,15
PAPOLA->INDUCES,15
TP53I3->INDUCES,15
PLEKHA1->INDUCES,15
TAOK1->INDUCES,15
STIM1->INDUCES,15
PTPN2->REGULATES,15
KMT2D->UNCLEAR,15
SETD1A->UNCLEAR,15
SETD1B->UNCLEAR,15
RAB3C->INDUCES,15
NOTCH1->UNCLEAR,15
BRF2->INDUCES,15
PTK2->INDUCES,15
AKAP3->INDUCES,15
FGFR3->REGULATES,15
VRK1->REGULATES,15
ERAP1->INDUCES,15
MTM1->INDUCES,15
PURA->INDUCES,15
PITPNA->INDUCES,15
PPP4R3A->INDUCES,15
NKX2-1->INDUCES,15
NEK9->REGULATES,15
RCAN2->INDUCES,15
EEF2K->REGULATES,15
AAK1->INDUCES,15
BCAM->INDUCES,15
GRK3->REGULATES,15
HCN1->INDUCES,15
MRPS2->INDUCES,15
RASGRP3->INDUCES,15
DROSHA->INDUCES,15
KLF13->INDUCES,15
PRPSAP1->INDUCES,15
AXL->REGULATES,15
KCNA3->INDUCES,15
TOE1->INDUCES,15
CNTF->INDUCES,15
DLX3->INDUCES,15
SUPT20H->INDUCES,15
PRKCH->REGULATES,15
KIT->REGULATES,15
RPAP3->INDUCES,15
NDUFS2->INDUCES,15
FRAT1->INDUCES,15
CIP2A->INDUCES,15
XIRP1->UNCLEAR,15
IHH->INDUCES,15
TAT->INDUCES,15
MDFIC->INDUCES,15
NEUROD1->INDUCES,15
RTN4R->INDUCES,15
GRM5->INDUCES,15
GDF5->INDUCES,15
DPH3->INDUCES,15
CBFA2T2->INDUCES,15
BLMH->INDUCES,15
IL1RL1->INDUCES,15
MAP3K14->REGULATES,15
TPM1->INDUCES,15
DIP2A->INDUCES,15
TRAF3->UNCLEAR,15
ABTB1->INDUCES,15
TNFAIP6->INDUCES,15
ACVRL1->INDUCES,15
SCAMP2->INDUCES,15
CARD9->INDUCES,15
SH2D1B->INDUCES,15
FGFBP1->INDUCES,15
TNRC6A->INDUCES,15
AKAP17A->INDUCES,15
ICMT->INDUCES,15
TUBB3->INDUCES,15
WNT5A->INDUCES,15
CRYBA1->INDUCES,15
EIF2B2->INDUCES,15
UTP11->INDUCES,15
CENPK->INDUCES,15
HDAC8->INDUCES,15
PIWIL3->INDUCES,15
APBA1->UNCLEAR,15
PLK2->REGULATES,15
TTC1->INDUCES,15
DLGAP4->INDUCES,15
TRPM2->INDUCES,15
CRIP2->INDUCES,15
KCNJ2->INDUCES,15
SIK2->REGULATES,15
MAP2K6->REGULATES,14
TGFB3->INDUCES,14
CLIC4->INDUCES,14
CLSTN1->INDUCES,14
HSD17B10->INDUCES,14
NMI->INDUCES,14
GATAD2A->INDUCES,14
OGDH->INDUCES,14
SERPINA4->INDUCES,14
VRK2->REGULATES,14
IFNW1->INDUCES,14
GLI1->UNCLEAR,14
IFNG->INDUCES,14
EXOC2->INDUCES,14
SYT7->INDUCES,14
LNX2->INDUCES,14
FLT3->REGULATES,14
PTGFRN->INDUCES,14
UBE2R2->INDUCES,14
CREB3->UNCLEAR,14
SHC1->UNCLEAR,14
KCNE1->INDUCES,14
MAFF->INDUCES,14
ANGPTL3->INDUCES,14
ATG4C->INDUCES,14
CCL11->INDUCES,14
SNAPC5->INDUCES,14
CALCOCO2->INDUCES,14
CETP->INDUCES,14
ACE->INDUCES,14
HERC5->INDUCES,14
STUB1->DISRUPTS,14
GRK1->INDUCES,14
INA->INDUCES,14
SGTA->INDUCES,14
CDK8->REGULATES,14
CDH6->INDUCES,14
TRPM4->UNCLEAR,14
CALML5->INDUCES,14
PPM1A->REGULATES,14
GSTP1->INDUCES,14
CDK13->INDUCES,14
CHMP2B->INDUCES,14
PRSS21->INDUCES,14
NECTIN2->INDUCES,14
CLK1->REGULATES,14
APBB3->INDUCES,14
CBLIF->INDUCES,14
UFL1->INDUCES,14
GREM1->INDUCES,14
CREBZF->UNCLEAR,14
RCN1->INDUCES,14
VEZT->INDUCES,14
OSTM1->INDUCES,14
SLPI->INDUCES,14
GLI3->UNCLEAR,14
PCBD1->INDUCES,14
SGCA->INDUCES,14
ABCB1->INDUCES,14
CNTROB->UNCLEAR,14
CGN->INDUCES,14
S1PR5->INDUCES,14
SMTN->INDUCES,14
SLC16A3->INDUCES,14
ATXN1->UNCLEAR,14
BCL2A1->INDUCES,14
PELP1->UNCLEAR,14
SNX33->INDUCES,14
GDF9->INDUCES,14
LY6E->INDUCES,14
HSPA14->INDUCES,14
PHF5A->INDUCES,14
GMPS->UNCLEAR,14
LAPTM5->INDUCES,14
STAP1->UNCLEAR,14
MUSK->INDUCES,14
KCNIP4->INDUCES,14
SERPINE2->INDUCES,14
BRD1->INDUCES,14
AP4E1->INDUCES,14
NFAT5->UNCLEAR,14
PYCARD->INDUCES,14
GJA3->INDUCES,14
ITGB3->UNCLEAR,14
THAP3->UNCLEAR,14
SMC6->INDUCES,14
MAPK15->INDUCES,14
HCFC1R1->UNCLEAR,14
PPRC1->UNCLEAR,14
KCNAB1->INDUCES,14
GCM1->INDUCES,14
APH1A->INDUCES,14
NOP53->UNCLEAR,14
THAP1->UNCLEAR,14
NRDE2->UNCLEAR,14
CCK->INDUCES,14
VEGFD->INDUCES,14
UHRF1->UNCLEAR,14
BET1L->INDUCES,14
GALT->INDUCES,14
VPS33A->INDUCES,14
CD80->INDUCES,14
LHX2->INDUCES,14
RASGRP1->INDUCES,14
C1S->INDUCES,14
NVL->UNCLEAR,14
ZCCHC8->UNCLEAR,14
RIOK2->INDUCES,14
ATG16L1->INDUCES,13
GCG->INDUCES,13
VPS45->INDUCES,13
RAC1->DISRUPTS,13
PBLD->INDUCES,13
RFXANK->INDUCES,13
PPM1D->REGULATES,13
RHOA->DISRUPTS,13
CTDSPL->REGULATES,13
CTSE->INDUCES,13
DZIP3->INDUCES,13
MPP3->INDUCES,13
CIAO1->INDUCES,13
TNFRSF17->INDUCES,13
XPO1->DISRUPTS,13
STK26->REGULATES,13
UBAC1->INDUCES,13
GINS4->INDUCES,13
CDCA7L->UNCLEAR,13
ARHGAP26->INDUCES,13
MED1->UNCLEAR,13
TGFBR3->INDUCES,13
IWS1->UNCLEAR,13
DBF4->UNCLEAR,13
PTP4A1->INDUCES,13
SSTR3->INDUCES,13
GRM2->INDUCES,13
TBC1D7->INDUCES,13
STXBP4->INDUCES,13
SPMAP2->INDUCES,13
UXT->INDUCES,13
NR4A2->INDUCES,13
BLVRB->INDUCES,13
POGZ->UNCLEAR,13
ITGA10->INDUCES,13
CCL4->INDUCES,13
UBXN6->UNCLEAR,13
DZIP1->INDUCES,13
ZFAND2B->UNCLEAR,13
FEM1B->INDUCES,13
HOOK1->INDUCES,13
NABP2->INDUCES,13
UFD1->UNCLEAR,13
SVIP->UNCLEAR,13
SLC12A3->INDUCES,13
SCG3->INDUCES,13
RHBDD1->UNCLEAR,13
DERL1->UNCLEAR,13
ANKZF1->UNCLEAR,13
GPS2->INDUCES,13
AMFR->UNCLEAR,13
DSCC1->INDUCES,13
CALM1->INDUCES,13
OGDHL->INDUCES,13
PDLIM4->INDUCES,13
IST1->INDUCES,13
DTYMK->INDUCES,13
SNRNP27->INDUCES,13
CSK->REGULATES,13
SCARB2->INDUCES,13
CNGB1->INDUCES,13
GNG3->INDUCES,13
SDHB->INDUCES,13
FEZ2->INDUCES,13
TGIF1->INDUCES,13
TBR1->INDUCES,13
LIMA1->INDUCES,13
CERT1->INDUCES,13
ADCY2->INDUCES,13
CSH1->INDUCES,13
AP1M1->INDUCES,13
TDP2->INDUCES,13
SND1->INDUCES,13
CFHR5->INDUCES,13
CFP->INDUCES,13
RUFY1->INDUCES,13
COX4I2->INDUCES,13
COX6B1->INDUCES,13
NDUFV2->INDUCES,13
TYRP1->INDUCES,13
FHL3->INDUCES,13
UQCRQ->INDUCES,13
CHERP->UNCLEAR,13
PLSCR3->UNCLEAR,13
GRB2->UNCLEAR,13
RAB3D->INDUCES,13
KIAA0513->INDUCES,13
RWDD3->INDUCES,13
STX17->UNCLEAR,13
CTDSP1->REGULATES,13
ARHGEF2->INDUCES,13
GAB3->INDUCES,13
LATS2->UNCLEAR,13
SEC61B->INDUCES,13
RNF168->INDUCES,13
C9->INDUCES,13
LCOR->INDUCES,13
ANXA7->UNCLEAR,13
RAF1->DISRUPTS,13
MAML2->INDUCES,13
CDH10->INDUCES,13
HHEX->INDUCES,13
SIX6->INDUCES,13
HMGCR->INDUCES,13
ANXA11->UNCLEAR,13
DCTN3->INDUCES,13
GNAL->INDUCES,13
KLK5->INDUCES,13
GPS1->INDUCES,13
STK39->REGULATES,13
FBXO22->INDUCES,13
DOK6->INDUCES,12
SOX11->INDUCES,12
ARHGAP21->INDUCES,12
GABARAP->UNCLEAR,12
MAP1LC3B->INDUCES,12
OLA1->INDUCES,12
TYK2->REGULATES,12
PIP4K2B->INDUCES,12
C3AR1->INDUCES,12
SLC25A5->INDUCES,12
NCOR1->INDUCES,12
RNF19B->INDUCES,12
PTPN6->REGULATES,12
IKBKB->INDUCES,12
FZR1->DISRUPTS,12
AATK->INDUCES,12
ABCC2->INDUCES,12
BIN3->INDUCES,12
UBR4->INDUCES,12
BNIP2->INDUCES,12
GSTM3->INDUCES,12
CREB3L3->INDUCES,12
PRDX6->INDUCES,12
KIF20B->INDUCES,12
MAPRE1->DISRUPTS,12
ZRANB1->INDUCES,12
TNFRSF11A->UNCLEAR,12
CBL->UNCLEAR,12
BET1->INDUCES,12
GCLM->INDUCES,12
CIC->INDUCES,12
CCL8->INDUCES,12
CLEC4M->INDUCES,12
NAPG->INDUCES,12
EIF2AK3->DISRUPTS,12
PGGT1B->INDUCES,12
FOXF2->INDUCES,12
TCEA2->INDUCES,12
NVL->INDUCES,12
PTPRC->REGULATES,12
SIVA1->INDUCES,12
ACTA1->DISRUPTS,12
KPNB1->DISRUPTS,12
SMAD9->INDUCES,12
SCLT1->INDUCES,12
ALG3->INDUCES,12
BOC->INDUCES,12
RPTOR->DISRUPTS,12
MTUS2->INDUCES,12
MYSM1->INDUCES,12
CPLX2->INDUCES,12
PLTP->INDUCES,12
HOXC4->INDUCES,12
DRAP1->INDUCES,12
CMYA5->INDUCES,12
HSPA1A->DISRUPTS,12
HDAC3->DISRUPTS,12
MAP3K11->REGULATES,12
TNKS2->UNCLEAR,12
MAP4K1->REGULATES,12
KLF5->INDUCES,12
ANGPT2->INDUCES,12
CDX1->INDUCES,12
DRD5->INDUCES,12
H3-5->INDUCES,12
ACTA1->INDUCES,12
GSS->INDUCES,12
BCL6B->INDUCES,12
KCNJ8->INDUCES,12
ITM2B->INDUCES,12
CDKN2D->INDUCES,12
HOMER2->INDUCES,12
GPC1->INDUCES,12
SLC25A13->INDUCES,12
STAT1->INDUCES,12
CAMSAP3->INDUCES,12
CLDN4->INDUCES,12
CDK2->DISRUPTS,12
SNCG->INDUCES,12
CAB39L->INDUCES,12
TGFB1I1->UNCLEAR,12
ITLN1->INDUCES,12
IL6->INDUCES,12
THOC7->INDUCES,12
